,Age,Job,Marital.Status,Education,Credit,Balance..euros.,Housing.Loan,Personal.Loan,Contact,Last.Contact.Day,Last.Contact.Month,Last.Contact.Duration,Campaign,Pdays,Previous,Poutcome,Subscription
412,51,blue-collar,married,primary,0,230,1,0,unknown,6,may,673,1,-1,0.0,unknown,0
413,39,admin.,single,secondary,0,-25,1,0,unknown,6,may,576,1,-1,0.0,unknown,0
414,48,admin.,married,secondary,0,182,1,0,unknown,6,may,180,2,-1,0.0,unknown,0
415,36,entrepreneur,married,tertiary,0,1169,1,0,unknown,6,may,168,2,-1,0.0,unknown,0
416,34,admin.,divorced,secondary,0,67,1,0,unknown,6,may,90,1,-1,0.0,unknown,0
418,43,unemployed,married,secondary,0,0,1,0,unknown,6,may,245,1,-1,0.0,unknown,0
419,52,blue-collar,divorced,primary,0,55,1,1,unknown,6,may,186,1,-1,0.0,unknown,0
420,33,technician,married,secondary,1,72,1,0,unknown,6,may,623,1,-1,0.0,unknown,0
422,32,management,single,tertiary,0,151,1,0,unknown,6,may,118,1,-1,0.0,unknown,0
423,39,admin.,single,secondary,0,113,1,0,unknown,6,may,342,1,-1,0.0,unknown,0
424,40,blue-collar,married,secondary,0,0,1,0,unknown,6,may,225,1,-1,0.0,unknown,0
426,43,management,married,secondary,0,375,1,0,unknown,6,may,196,2,-1,0.0,unknown,0
429,38,technician,single,tertiary,0,4325,1,0,unknown,6,may,87,1,-1,0.0,unknown,0
430,40,blue-collar,married,secondary,0,217,1,0,unknown,6,may,195,1,-1,0.0,unknown,0
431,55,admin.,married,secondary,0,131,1,0,unknown,6,may,744,1,-1,0.0,unknown,0
432,42,management,married,tertiary,0,1680,1,0,unknown,6,may,765,1,-1,0.0,unknown,0
433,39,blue-collar,married,secondary,0,0,1,0,unknown,6,may,262,1,-1,0.0,unknown,0
435,32,blue-collar,married,secondary,0,320,1,0,unknown,6,may,198,2,-1,0.0,unknown,0
436,55,admin.,married,secondary,0,183,1,0,unknown,6,may,150,1,-1,0.0,unknown,0
437,45,blue-collar,married,secondary,0,39,0,0,unknown,6,may,241,1,-1,0.0,unknown,0
438,35,management,single,tertiary,0,560,1,0,unknown,6,may,181,1,-1,0.0,unknown,0
440,35,admin.,married,secondary,0,530,1,0,unknown,6,may,149,1,-1,0.0,unknown,0
441,49,services,married,primary,0,61,1,0,unknown,6,may,246,1,-1,0.0,unknown,0
442,34,technician,single,tertiary,0,242,1,0,unknown,6,may,112,1,-1,0.0,unknown,0
445,34,technician,married,secondary,0,367,1,0,unknown,6,may,140,1,-1,0.0,unknown,0
447,39,technician,single,unknown,0,45248,1,0,unknown,6,may,1623,1,-1,0.0,unknown,1
448,50,self-employed,married,unknown,0,-84,1,0,unknown,6,may,101,1,-1,0.0,unknown,0
450,42,blue-collar,married,unknown,0,132,1,0,unknown,6,may,238,1,-1,0.0,unknown,0
452,40,services,married,secondary,0,71,0,0,unknown,6,may,79,1,-1,0.0,unknown,0
455,34,blue-collar,married,secondary,0,270,1,1,unknown,6,may,159,1,-1,0.0,unknown,0
459,33,blue-collar,single,secondary,1,-60,0,0,unknown,6,may,243,1,-1,0.0,unknown,0
462,39,blue-collar,married,primary,0,0,1,0,unknown,6,may,262,2,-1,0.0,unknown,0
464,39,unemployed,married,primary,0,408,1,0,unknown,6,may,53,1,-1,0.0,unknown,0
465,36,services,single,primary,0,58,1,0,unknown,6,may,134,1,-1,0.0,unknown,0
467,36,admin.,single,secondary,0,20,1,0,unknown,6,may,186,1,-1,0.0,unknown,0
468,50,blue-collar,married,primary,0,71,1,0,unknown,6,may,678,1,-1,0.0,unknown,0
469,55,blue-collar,married,secondary,0,52,1,0,unknown,6,may,182,1,-1,0.0,unknown,0
471,44,services,divorced,secondary,0,424,1,0,unknown,6,may,27,1,-1,0.0,unknown,0
473,46,blue-collar,married,unknown,0,1044,1,0,unknown,6,may,43,1,-1,0.0,unknown,0
477,50,management,married,tertiary,0,964,1,0,unknown,6,may,323,1,-1,0.0,unknown,0
479,37,admin.,single,secondary,0,140,1,0,unknown,6,may,310,1,-1,0.0,unknown,0
480,39,management,single,secondary,0,1877,1,0,unknown,6,may,185,1,-1,0.0,unknown,0
481,51,blue-collar,married,primary,0,1127,1,0,unknown,6,may,47,1,-1,0.0,unknown,0
484,43,blue-collar,married,secondary,0,0,0,0,unknown,6,may,187,1,-1,0.0,unknown,0
485,30,services,single,secondary,0,209,1,0,unknown,6,may,30,2,-1,0.0,unknown,0
486,54,management,divorced,primary,0,0,0,0,unknown,6,may,472,1,-1,0.0,unknown,0
487,43,blue-collar,divorced,secondary,0,110,1,1,unknown,6,may,448,1,-1,0.0,unknown,0
488,59,management,divorced,tertiary,0,-76,1,1,unknown,6,may,264,1,-1,0.0,unknown,0
489,47,technician,married,unknown,0,178,1,0,unknown,6,may,169,1,-1,0.0,unknown,0
491,32,technician,married,secondary,0,0,1,0,unknown,6,may,176,2,-1,0.0,unknown,0
493,36,blue-collar,married,secondary,0,0,1,0,unknown,6,may,337,1,-1,0.0,unknown,0
494,55,unemployed,married,tertiary,0,5345,0,0,unknown,6,may,278,1,-1,0.0,unknown,0
496,39,admin.,single,secondary,0,0,1,0,unknown,6,may,174,2,-1,0.0,unknown,0
500,37,technician,single,secondary,0,17,1,0,unknown,6,may,164,1,-1,0.0,unknown,0
502,32,technician,single,unknown,0,-170,0,0,unknown,6,may,46,1,-1,0.0,unknown,0
503,37,management,single,tertiary,0,230,1,1,unknown,6,may,374,1,-1,0.0,unknown,0
505,41,blue-collar,married,secondary,0,946,1,0,unknown,6,may,325,1,-1,0.0,unknown,0
506,45,blue-collar,married,primary,0,1297,1,0,unknown,6,may,233,2,-1,0.0,unknown,0
507,57,retired,divorced,secondary,0,-331,1,0,unknown,6,may,531,1,-1,0.0,unknown,0
508,48,blue-collar,single,secondary,0,44,1,0,unknown,6,may,153,1,-1,0.0,unknown,0
509,60,retired,married,secondary,1,15,0,0,unknown,6,may,80,1,-1,0.0,unknown,0
510,26,admin.,single,secondary,0,712,1,0,unknown,6,may,232,1,-1,0.0,unknown,0
511,58,retired,married,secondary,0,5435,1,0,unknown,6,may,118,1,-1,0.0,unknown,0
512,34,admin.,married,secondary,0,507,1,0,unknown,6,may,190,1,-1,0.0,unknown,0
513,55,unemployed,divorced,secondary,0,387,1,0,unknown,6,may,918,1,-1,0.0,unknown,1
515,50,management,divorced,secondary,0,1716,1,0,unknown,6,may,82,1,-1,0.0,unknown,0
516,49,entrepreneur,married,secondary,0,167,1,1,unknown,6,may,198,3,-1,0.0,unknown,0
517,44,admin.,married,unknown,0,40,0,1,unknown,6,may,160,2,-1,0.0,unknown,0
519,31,technician,married,secondary,0,17,1,1,unknown,6,may,120,1,-1,0.0,unknown,0
520,34,blue-collar,single,tertiary,0,1011,1,0,unknown,6,may,136,1,-1,0.0,unknown,0
521,46,management,single,unknown,0,1527,1,0,unknown,6,may,269,1,-1,0.0,unknown,0
522,42,management,married,tertiary,0,744,0,0,unknown,6,may,157,1,-1,0.0,unknown,0
523,52,admin.,married,secondary,0,484,1,0,unknown,6,may,128,1,-1,0.0,unknown,0
524,29,management,single,tertiary,0,0,1,0,unknown,6,may,211,1,-1,0.0,unknown,0
525,53,retired,married,primary,0,136,1,0,unknown,6,may,267,2,-1,0.0,unknown,0
527,38,management,married,secondary,0,517,1,0,unknown,6,may,288,2,-1,0.0,unknown,0
528,46,management,married,tertiary,0,459,1,0,unknown,6,may,221,1,-1,0.0,unknown,0
529,48,management,divorced,unknown,0,549,1,0,unknown,6,may,427,1,-1,0.0,unknown,0
530,30,admin.,divorced,secondary,0,83,1,1,unknown,6,may,310,1,-1,0.0,unknown,0
531,44,blue-collar,married,primary,0,213,0,0,unknown,6,may,158,1,-1,0.0,unknown,0
532,31,housemaid,married,primary,0,203,1,0,unknown,6,may,604,3,-1,0.0,unknown,0
533,42,services,single,secondary,0,518,1,0,unknown,6,may,198,1,-1,0.0,unknown,0
534,40,management,single,tertiary,0,3877,1,0,unknown,6,may,145,1,-1,0.0,unknown,0
536,45,blue-collar,divorced,secondary,0,756,1,0,unknown,6,may,179,2,-1,0.0,unknown,0
537,48,blue-collar,married,secondary,0,157,1,0,unknown,6,may,73,1,-1,0.0,unknown,0
538,45,blue-collar,married,primary,0,-66,1,0,unknown,6,may,263,2,-1,0.0,unknown,0
540,34,blue-collar,married,primary,0,-144,1,0,unknown,6,may,79,2,-1,0.0,unknown,0
541,46,blue-collar,married,secondary,0,71,1,0,unknown,6,may,416,1,-1,0.0,unknown,0
545,40,unemployed,single,secondary,0,11,1,0,unknown,6,may,43,1,-1,0.0,unknown,0
546,36,admin.,married,secondary,0,639,1,0,unknown,6,may,191,1,-1,0.0,unknown,0
547,59,blue-collar,divorced,unknown,0,124,1,0,unknown,6,may,26,1,-1,0.0,unknown,0
550,56,services,married,secondary,0,473,1,0,unknown,6,may,416,1,-1,0.0,unknown,0
551,42,services,divorced,secondary,0,372,1,1,unknown,6,may,121,2,-1,0.0,unknown,0
552,30,admin.,married,secondary,0,46,1,0,unknown,6,may,114,2,-1,0.0,unknown,0
555,33,blue-collar,married,secondary,0,-10,1,0,unknown,6,may,123,1,-1,0.0,unknown,0
557,39,services,divorced,primary,0,471,1,0,unknown,6,may,161,2,-1,0.0,unknown,0
558,56,admin.,divorced,secondary,0,778,1,0,unknown,6,may,149,2,-1,0.0,unknown,0
560,42,technician,married,secondary,0,315,1,0,unknown,6,may,259,2,-1,0.0,unknown,0
561,52,blue-collar,married,secondary,0,3165,0,0,unknown,6,may,26,1,-1,0.0,unknown,0
562,36,admin.,divorced,secondary,0,131,1,0,unknown,6,may,153,1,-1,0.0,unknown,0
563,35,entrepreneur,married,secondary,1,204,1,0,unknown,6,may,424,2,-1,0.0,unknown,0
564,47,technician,married,secondary,0,83,1,0,unknown,6,may,179,2,-1,0.0,unknown,0
565,59,services,divorced,secondary,0,0,1,1,unknown,6,may,97,1,-1,0.0,unknown,0
566,57,blue-collar,married,primary,0,5431,1,1,unknown,6,may,383,1,-1,0.0,unknown,0
567,38,management,married,unknown,0,1759,1,0,unknown,6,may,440,1,-1,0.0,unknown,0
568,46,unemployed,married,secondary,0,-125,1,0,unknown,6,may,23,1,-1,0.0,unknown,0
569,34,blue-collar,married,secondary,0,0,0,0,unknown,6,may,195,1,-1,0.0,unknown,0
572,56,blue-collar,married,secondary,0,1602,1,0,unknown,6,may,427,1,-1,0.0,unknown,0
573,41,blue-collar,single,primary,1,-137,1,1,unknown,6,may,189,1,-1,0.0,unknown,0
576,61,retired,married,secondary,0,195,1,1,unknown,6,may,179,1,-1,0.0,unknown,0
577,53,entrepreneur,married,secondary,0,288,0,0,unknown,6,may,69,1,-1,0.0,unknown,0
578,47,technician,married,secondary,0,19,1,0,unknown,6,may,105,2,-1,0.0,unknown,0
580,46,services,married,secondary,0,216,1,0,unknown,6,may,524,2,-1,0.0,unknown,0
581,39,blue-collar,divorced,primary,0,190,1,1,unknown,6,may,96,2,-1,0.0,unknown,0
582,56,technician,divorced,secondary,0,99,1,0,unknown,6,may,155,2,-1,0.0,unknown,0
584,44,management,married,tertiary,0,17,1,0,unknown,6,may,352,2,-1,0.0,unknown,0
585,37,technician,married,primary,0,0,1,0,unknown,6,may,76,4,-1,0.0,unknown,0
586,35,blue-collar,married,primary,0,0,1,0,unknown,6,may,154,2,-1,0.0,unknown,0
587,55,blue-collar,married,secondary,0,840,1,0,unknown,6,may,310,2,-1,0.0,unknown,0
588,37,services,married,secondary,0,358,1,0,unknown,6,may,390,3,-1,0.0,unknown,0
589,30,technician,single,secondary,0,0,1,0,unknown,6,may,369,1,-1,0.0,unknown,0
591,36,technician,single,secondary,0,-15,1,0,unknown,6,may,341,3,-1,0.0,unknown,0
594,48,retired,married,secondary,0,74,0,1,unknown,6,may,315,1,-1,0.0,unknown,0
595,55,services,divorced,secondary,0,141,1,0,unknown,6,may,262,2,-1,0.0,unknown,0
596,28,services,divorced,secondary,0,89,0,0,unknown,6,may,174,2,-1,0.0,unknown,0
597,54,services,married,secondary,1,0,1,0,unknown,6,may,138,3,-1,0.0,unknown,0
598,30,blue-collar,married,secondary,0,450,0,0,unknown,6,may,526,2,-1,0.0,unknown,0
599,48,technician,married,tertiary,0,310,0,0,unknown,6,may,135,1,-1,0.0,unknown,0
600,31,self-employed,married,secondary,0,0,1,0,unknown,6,may,36,5,-1,0.0,unknown,0
601,38,blue-collar,married,secondary,0,384,1,0,unknown,6,may,1906,3,-1,0.0,unknown,0
603,37,services,single,unknown,0,-118,1,0,unknown,6,may,147,2,-1,0.0,unknown,0
605,51,blue-collar,married,secondary,0,50,1,1,unknown,6,may,121,1,-1,0.0,unknown,0
606,39,blue-collar,married,secondary,0,285,1,1,unknown,6,may,209,1,-1,0.0,unknown,0
607,49,technician,married,unknown,0,15,0,0,unknown,6,may,92,2,-1,0.0,unknown,0
608,51,blue-collar,married,primary,0,653,1,1,unknown,6,may,208,1,-1,0.0,unknown,0
609,43,self-employed,married,secondary,0,918,1,0,unknown,6,may,193,1,-1,0.0,unknown,0
610,32,services,married,secondary,0,243,1,1,unknown,6,may,144,1,-1,0.0,unknown,0
612,48,management,divorced,tertiary,0,1328,1,0,unknown,6,may,339,1,-1,0.0,unknown,0
615,47,technician,married,unknown,0,2106,1,0,unknown,6,may,168,1,-1,0.0,unknown,0
616,39,management,married,tertiary,0,2877,1,0,unknown,6,may,278,1,-1,0.0,unknown,0
619,40,blue-collar,married,primary,0,2880,1,0,unknown,6,may,145,2,-1,0.0,unknown,0
620,40,technician,single,unknown,0,-5,1,0,unknown,6,may,78,2,-1,0.0,unknown,0
621,48,technician,married,secondary,0,147,0,0,unknown,6,may,142,3,-1,0.0,unknown,0
622,33,technician,divorced,secondary,0,7,1,1,unknown,6,may,87,1,-1,0.0,unknown,0
626,31,management,single,tertiary,0,1852,1,0,unknown,6,may,170,3,-1,0.0,unknown,0
627,35,unemployed,married,secondary,0,533,1,0,unknown,6,may,802,1,-1,0.0,unknown,0
630,32,technician,married,secondary,0,90,1,1,unknown,6,may,57,2,-1,0.0,unknown,0
631,56,admin.,divorced,unknown,0,4246,1,0,unknown,6,may,304,2,-1,0.0,unknown,0
632,32,admin.,single,tertiary,0,395,1,0,unknown,6,may,241,3,-1,0.0,unknown,0
633,42,blue-collar,married,primary,0,15,1,0,unknown,6,may,230,1,-1,0.0,unknown,0
634,33,services,married,tertiary,0,85,0,0,unknown,6,may,262,3,-1,0.0,unknown,0
635,52,entrepreneur,married,tertiary,0,-184,1,1,unknown,6,may,392,2,-1,0.0,unknown,0
636,52,services,married,secondary,0,660,0,0,unknown,6,may,201,2,-1,0.0,unknown,0
637,52,blue-collar,divorced,primary,1,-183,1,0,unknown,6,may,145,1,-1,0.0,unknown,0
640,35,admin.,married,secondary,0,69,1,1,unknown,6,may,235,2,-1,0.0,unknown,0
641,55,management,single,secondary,0,220,1,0,unknown,6,may,328,2,-1,0.0,unknown,0
643,37,blue-collar,single,secondary,0,240,1,0,unknown,6,may,246,1,-1,0.0,unknown,0
645,43,unemployed,married,secondary,0,0,1,0,unknown,6,may,37,2,-1,0.0,unknown,0
646,38,entrepreneur,married,tertiary,0,898,1,0,unknown,6,may,132,2,-1,0.0,unknown,0
648,31,student,single,secondary,0,252,1,0,unknown,6,may,175,3,-1,0.0,unknown,0
650,41,technician,married,secondary,0,-366,1,1,unknown,6,may,29,3,-1,0.0,unknown,0
651,29,student,single,secondary,0,209,1,0,unknown,6,may,311,2,-1,0.0,unknown,0
652,38,admin.,single,secondary,0,221,1,0,unknown,6,may,211,2,-1,0.0,unknown,0
653,44,self-employed,divorced,tertiary,0,4,1,0,unknown,6,may,312,3,-1,0.0,unknown,0
656,33,blue-collar,married,secondary,0,-349,1,0,unknown,6,may,191,1,-1,0.0,unknown,0
658,40,blue-collar,married,primary,0,-322,1,1,unknown,6,may,144,1,-1,0.0,unknown,0
659,29,admin.,married,secondary,0,-150,1,0,unknown,6,may,328,1,-1,0.0,unknown,0
660,38,management,married,unknown,0,1349,1,0,unknown,6,may,100,1,-1,0.0,unknown,0
661,32,admin.,married,tertiary,0,281,1,0,unknown,6,may,226,1,-1,0.0,unknown,0
662,45,services,married,secondary,0,1259,1,0,unknown,6,may,507,1,-1,0.0,unknown,0
663,33,admin.,single,secondary,0,101,1,0,unknown,6,may,392,1,-1,0.0,unknown,0
664,34,blue-collar,married,secondary,0,848,1,0,unknown,6,may,684,2,-1,0.0,unknown,0
666,41,blue-collar,married,secondary,0,140,1,0,unknown,6,may,311,3,-1,0.0,unknown,0
667,35,admin.,single,secondary,0,148,1,0,unknown,6,may,128,2,-1,0.0,unknown,0
668,40,technician,single,secondary,0,200,1,0,unknown,6,may,322,2,-1,0.0,unknown,0
672,31,blue-collar,single,secondary,0,0,1,0,unknown,6,may,273,2,-1,0.0,unknown,0
673,49,self-employed,married,secondary,0,1,1,0,unknown,6,may,260,3,-1,0.0,unknown,0
674,29,blue-collar,married,secondary,0,43,1,0,unknown,6,may,268,2,-1,0.0,unknown,0
675,31,management,single,tertiary,0,-173,1,0,unknown,6,may,396,2,-1,0.0,unknown,0
676,38,management,married,tertiary,0,389,1,0,unknown,6,may,262,1,-1,0.0,unknown,0
678,35,technician,married,secondary,0,-131,1,0,unknown,6,may,467,2,-1,0.0,unknown,0
679,31,management,single,secondary,0,783,1,0,unknown,6,may,320,1,-1,0.0,unknown,0
681,46,services,married,unknown,0,80,1,0,unknown,6,may,245,2,-1,0.0,unknown,0
682,40,services,divorced,secondary,0,105,1,0,unknown,6,may,189,2,-1,0.0,unknown,0
683,29,admin.,married,secondary,0,182,1,1,unknown,6,may,477,1,-1,0.0,unknown,0
684,49,admin.,married,secondary,0,82,1,0,unknown,6,may,310,1,-1,0.0,unknown,0
685,42,management,married,tertiary,0,0,1,0,unknown,6,may,65,3,-1,0.0,unknown,0
686,54,services,married,secondary,0,510,1,0,unknown,6,may,196,2,-1,0.0,unknown,0
687,40,management,single,tertiary,0,242,1,0,unknown,6,may,221,2,-1,0.0,unknown,0
688,53,admin.,married,secondary,0,244,1,1,unknown,6,may,197,2,-1,0.0,unknown,0
689,49,management,married,tertiary,0,92,1,0,unknown,6,may,221,2,-1,0.0,unknown,0
690,40,blue-collar,married,primary,1,0,1,0,unknown,6,may,64,2,-1,0.0,unknown,0
691,29,student,single,secondary,0,948,1,0,unknown,6,may,75,2,-1,0.0,unknown,0
694,39,services,married,secondary,0,1205,1,0,unknown,6,may,118,2,-1,0.0,unknown,0
695,36,technician,married,secondary,0,368,1,1,unknown,6,may,1597,2,-1,0.0,unknown,1
696,44,entrepreneur,married,tertiary,0,1631,1,0,unknown,6,may,346,2,-1,0.0,unknown,0
700,57,management,married,tertiary,0,2142,1,0,unknown,6,may,251,3,-1,0.0,unknown,0
701,24,services,single,secondary,0,77,1,1,unknown,6,may,390,2,-1,0.0,unknown,0
702,46,blue-collar,married,unknown,0,401,1,0,unknown,6,may,306,2,-1,0.0,unknown,0
703,33,admin.,married,secondary,0,21,0,0,unknown,6,may,189,3,-1,0.0,unknown,0
704,43,services,divorced,secondary,0,0,1,0,unknown,6,may,125,2,-1,0.0,unknown,0
705,43,admin.,single,secondary,0,-497,1,0,unknown,6,may,234,2,-1,0.0,unknown,0
706,40,blue-collar,divorced,primary,0,369,0,0,unknown,6,may,79,2,-1,0.0,unknown,0
707,44,technician,single,unknown,0,78,1,0,unknown,6,may,13,6,-1,0.0,unknown,0
708,35,technician,single,tertiary,0,226,1,1,unknown,6,may,283,3,-1,0.0,unknown,0
709,47,technician,married,secondary,0,503,1,0,unknown,6,may,109,2,-1,0.0,unknown,0
710,33,blue-collar,married,secondary,0,372,1,0,unknown,6,may,132,2,-1,0.0,unknown,0
712,40,blue-collar,divorced,secondary,0,0,1,0,unknown,6,may,121,2,-1,0.0,unknown,0
715,40,admin.,single,unknown,0,419,1,0,unknown,6,may,112,3,-1,0.0,unknown,0
719,44,blue-collar,divorced,secondary,0,579,1,0,unknown,6,may,198,2,-1,0.0,unknown,0
720,38,admin.,married,secondary,0,3047,1,0,unknown,6,may,285,2,-1,0.0,unknown,0
721,54,technician,divorced,secondary,0,83,1,0,unknown,6,may,190,3,-1,0.0,unknown,0
723,52,blue-collar,married,primary,0,58,1,0,unknown,6,may,213,3,-1,0.0,unknown,0
724,28,admin.,single,secondary,0,251,1,0,unknown,6,may,178,2,-1,0.0,unknown,0
725,36,blue-collar,married,secondary,0,688,1,0,unknown,6,may,174,2,-1,0.0,unknown,0
726,60,retired,married,primary,0,364,1,0,unknown,6,may,631,2,-1,0.0,unknown,0
727,42,services,divorced,secondary,0,55,1,0,unknown,6,may,176,5,-1,0.0,unknown,0
728,42,admin.,married,secondary,0,101,1,0,unknown,6,may,32,3,-1,0.0,unknown,0
729,44,management,married,tertiary,0,105,1,0,unknown,6,may,1529,2,-1,0.0,unknown,0
731,49,blue-collar,married,primary,0,198,1,0,unknown,6,may,200,2,-1,0.0,unknown,0
732,47,entrepreneur,married,unknown,0,209,1,0,unknown,6,may,135,2,-1,0.0,unknown,0
733,37,blue-collar,married,secondary,0,183,1,0,unknown,6,may,112,4,-1,0.0,unknown,0
736,35,blue-collar,single,secondary,0,376,1,1,unknown,6,may,207,3,-1,0.0,unknown,0
737,40,blue-collar,married,primary,0,-7,1,0,unknown,6,may,410,2,-1,0.0,unknown,0
738,55,technician,married,secondary,0,0,0,0,unknown,6,may,160,3,-1,0.0,unknown,0
739,55,retired,married,secondary,0,143,1,0,unknown,6,may,42,3,-1,0.0,unknown,0
741,57,blue-collar,married,primary,0,162,1,0,unknown,6,may,155,2,-1,0.0,unknown,0
744,57,blue-collar,married,unknown,0,807,1,0,unknown,6,may,211,2,-1,0.0,unknown,0
746,43,blue-collar,married,primary,0,1211,1,0,unknown,6,may,208,3,-1,0.0,unknown,0
750,30,management,married,tertiary,0,32,1,0,unknown,6,may,122,3,-1,0.0,unknown,0
751,30,admin.,single,secondary,0,115,1,0,unknown,6,may,66,3,-1,0.0,unknown,0
752,54,blue-collar,married,secondary,0,254,1,0,unknown,6,may,66,2,-1,0.0,unknown,0
753,36,management,married,tertiary,0,144,1,0,unknown,6,may,164,2,-1,0.0,unknown,0
756,38,housemaid,married,secondary,0,0,1,0,unknown,6,may,59,3,-1,0.0,unknown,0
757,48,admin.,married,secondary,0,3754,1,0,unknown,6,may,249,3,-1,0.0,unknown,0
760,37,technician,married,secondary,0,-421,1,0,unknown,6,may,183,5,-1,0.0,unknown,0
763,57,technician,married,secondary,0,402,1,0,unknown,6,may,153,3,-1,0.0,unknown,0
764,30,self-employed,single,tertiary,0,800,0,0,unknown,6,may,95,2,-1,0.0,unknown,0
765,42,technician,married,tertiary,0,239,1,1,unknown,6,may,191,3,-1,0.0,unknown,0
766,51,blue-collar,divorced,secondary,0,421,1,0,unknown,6,may,216,2,-1,0.0,unknown,0
768,46,technician,married,secondary,1,289,0,0,unknown,7,may,51,3,-1,0.0,unknown,0
769,29,student,single,secondary,0,110,1,0,unknown,7,may,169,3,-1,0.0,unknown,0
770,39,blue-collar,married,primary,0,245,1,0,unknown,7,may,148,3,-1,0.0,unknown,0
772,50,blue-collar,married,primary,0,156,1,0,unknown,7,may,117,3,-1,0.0,unknown,0
773,42,technician,single,secondary,0,0,1,0,unknown,7,may,275,4,-1,0.0,unknown,0
774,39,admin.,married,secondary,0,20,1,0,unknown,7,may,124,2,-1,0.0,unknown,0
775,55,technician,single,tertiary,0,92,1,0,unknown,7,may,118,3,-1,0.0,unknown,0
777,42,blue-collar,married,secondary,0,166,1,0,unknown,7,may,285,3,-1,0.0,unknown,0
779,43,blue-collar,married,primary,0,-454,1,0,unknown,7,may,322,2,-1,0.0,unknown,0
781,30,admin.,married,secondary,0,4,0,0,unknown,7,may,172,8,-1,0.0,unknown,0
782,47,blue-collar,married,secondary,0,1001,1,0,unknown,7,may,201,4,-1,0.0,unknown,0
783,51,services,divorced,secondary,0,-69,1,0,unknown,7,may,216,3,-1,0.0,unknown,0
785,57,technician,married,unknown,0,1617,1,0,unknown,7,may,96,2,-1,0.0,unknown,0
786,42,management,divorced,tertiary,0,221,1,0,unknown,7,may,720,2,-1,0.0,unknown,0
787,32,technician,divorced,secondary,0,210,1,1,unknown,7,may,188,2,-1,0.0,unknown,0
788,46,management,married,tertiary,0,0,0,0,unknown,7,may,70,2,-1,0.0,unknown,0
790,59,retired,married,secondary,0,836,1,0,unknown,7,may,106,1,-1,0.0,unknown,0
791,32,blue-collar,single,secondary,0,301,1,0,unknown,7,may,395,2,-1,0.0,unknown,0
793,40,retired,married,primary,0,407,1,0,unknown,7,may,502,1,-1,0.0,unknown,0
795,46,self-employed,married,tertiary,0,2303,1,0,unknown,7,may,241,1,-1,0.0,unknown,0
796,43,management,married,tertiary,0,144,1,0,unknown,7,may,131,3,-1,0.0,unknown,0
797,34,services,married,secondary,0,205,1,0,unknown,7,may,312,1,-1,0.0,unknown,0
